release_date,required_age,price,windows,mac,linux,achievements,recommendations,developers,publishers,categories,genres,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,absolute_score,success_class
2015-01-29,17,0.0,True,True,True,60,119614,"['DONTNOD Entertainment', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['Square Enix', 'Feral interactive (Mac)', 'Feral Interactive (Linux)']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action Adventure,0,0,0,0,155515,alto_successo
2020-08-14,0,35.0,True,True,True,88,171464,['Wube Software LTD.'],['Wube Software LTD.'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']",Casual Indie Simulation Strategy,13724,387,4587,281,198030,alto_successo
2017-09-14,0,44.99,True,True,False,97,163956,['Larian Studios'],['Larian Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure RPG Strategy,0,0,0,0,171977,alto_successo
2020-06-18,0,0.0,True,False,False,0,80026,['Maxis'],['Electronic Arts'],"['Single-player', 'Steam Trading Cards', 'Remote Play on Tablet']",Adventure Casual Simulation FreeToPlay,1817,692,205,837,122528,alto_successo
2016-07-22,0,19.99,True,True,False,135,162205,['No Brakes Games'],['Curve Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Adventure Casual Indie Simulation,0,0,0,0,188776,alto_successo
2017-09-29,0,19.99,True,True,False,42,160213,['Studio MDHR Entertainment Inc.'],['Studio MDHR Entertainment Inc.'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Indie,938,103,426,147,166238,alto_successo
2020-06-11,17,39.99,True,False,False,50,157445,['DICE'],['Electronic Arts'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'HDR available']",Action MassivelyMultiplayer,2104,1912,441,196,132084,alto_successo
2018-03-26,17,5.99,True,False,False,72,154238,"['Ubisoft Montreal', 'Red Storm', 'Ubisoft Shanghai', 'Ubisoft Toronto', 'Ubisoft Kiev']",['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'Includes level editor', 'HDR available']",Action Adventure,0,0,0,0,104254,alto_successo
2018-10-05,17,11.99,True,False,False,93,153270,"['Ubisoft Quebec', 'Ubisoft Montreal', 'Ubisoft Bucharest', 'Ubisoft Singapore', 'Ubisoft Montpellier', 'Ubisoft Kiev', 'Ubisoft Shanghai']",['Ubisoft'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'HDR available']",Action Adventure RPG,4060,0,2351,0,131629,alto_successo
2019-01-23,0,8.49,True,True,True,46,152479,['Mega Crit'],['Mega Crit'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Indie Strategy,6613,481,2010,391,168547,alto_successo
2020-09-23,0,49.99,True,False,False,0,151045,['Offworld'],['Offworld'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Valve Anti-Cheat enabled']",Action Indie MassivelyMultiplayer Strategy,0,0,0,0,134504,alto_successo
2020-03-24,17,6.99,True,False,False,55,149464,"['Rockstar North', 'Rockstar Toronto']",['Rockstar Games'],"['Single-player', 'Multi-player', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']",Action Adventure,0,0,0,0,110452,alto_successo
2016-11-09,0,0.0,True,True,False,0,923,['Wargaming Group Limited'],['Wargaming Group Limited'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']",Action MassivelyMultiplayer Simulation Strategy FreeToPlay,2751,243,183,243,84378,alto_successo
2017-02-16,0,19.99,True,False,False,160,145938,['Expansive Worlds'],['Avalanche Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']",Adventure Simulation Sports,0,0,0,0,135264,alto_successo
2017-11-15,0,0.0,True,False,False,44,1959,['Wargaming Group Limited'],['Wargaming Group Limited'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Action MassivelyMultiplayer Simulation Strategy FreeToPlay,5446,494,238,706,78064,alto_successo
2022-02-03,18,59.99,True,False,False,65,142264,['Techland'],['Techland'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Action Adventure RPG,0,0,0,0,111044,alto_successo
2018-08-06,0,12.49,True,True,True,121,140564,['Motion Twin'],['Motion Twin'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action Adventure Indie,2520,619,1138,908,155293,alto_successo
2016-02-02,0,19.99,True,True,True,114,142419,['SCS Software'],['SCS Software'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play Together', 'Family Sharing']",Indie Simulation,0,0,0,0,159899,alto_successo
2019-11-14,0,34.99,True,False,False,301,138581,"['Forgotten Empires', 'Tantalus Media', 'Wicked Witch', ""World's Edge"", 'CaptureAge']",['Xbox Game Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Strategy,0,0,0,0,142014,alto_successo
2020-09-03,0,24.99,True,False,False,0,137785,"['Arsi ""Hakita"" Patala']",['New Blood Interactive'],"['Single-player', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Indie EarlyAccess,0,0,0,0,148907,alto_successo
2015-11-05,17,59.99,True,True,False,98,137826,"['Treyarch', 'Aspyr (Mac)']","['Activision', 'Aspyr (Mac)']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']",Action Adventure,2607,152,1392,131,144710,alto_successo
2016-05-12,17,19.99,True,False,False,54,136746,['id Software'],['Bethesda Softworks'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Action,1006,194,547,380,182021,alto_successo
2022-07-19,0,29.99,True,True,False,24,136543,['BlueTwelve Studio'],['Annapurna Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Adventure Indie,406,22,355,39,144552,alto_successo
2020-06-18,17,11.99,True,False,False,48,135068,['Quantic Dream'],['Quantic Dream'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Action Adventure,0,0,0,0,143437,alto_successo
2019-11-14,0,39.99,True,False,False,39,134190,['Respawn Entertainment'],['Electronic Arts'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']",Action Adventure,1180,92,955,92,119494,alto_successo
2016-01-19,0,24.99,True,True,True,120,127378,['Red Hook Studios'],['Red Hook Studios'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",Indie RPG Strategy,0,0,0,0,122297,alto_successo
2021-10-07,0,0.0,True,False,False,36,11207,['Scopely'],['Scopely'],"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']",Action Casual Indie MassivelyMultiplayer FreeToPlay,703,32,87,33,87908,alto_successo
2017-05-22,17,19.99,True,True,False,0,125502,['ZeniMax Online Studios'],['Bethesda Softworks'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'HDR available', 'Family Sharing']",Action Adventure MassivelyMultiplayer RPG,7401,2296,1124,2814,95643,alto_successo
2020-03-10,0,29.99,True,False,False,37,124887,['Moon Studios GmbH'],['Xbox Game Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']",Action,863,17,753,31,125096,alto_successo
2021-04-01,0,19.99,True,True,False,64,124684,['Landfall'],['Landfall'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']",Indie Simulation Strategy,0,0,0,0,127313,alto_successo
2016-05-09,0,39.99,True,True,True,191,127083,['Paradox Development Studio'],['Paradox Interactive'],"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Simulation Strategy,8830,535,1312,658,132741,alto_successo
2020-05-11,0,0.0,True,True,True,10,397,['vanripper'],['vanripper'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']",Adventure FreeToPlay Indie,102,0,75,0,118475,alto_successo
2023-06-15,0,14.99,True,False,False,0,122700,"['SgtOkiDoki', 'Vilaskis', 'TheLiquidHorse']",['SgtOkiDoki'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Partial Controller Support']",Action MassivelyMultiplayer EarlyAccess,1391,0,494,0,101346,alto_successo
2023-06-16,0,0.0,True,False,False,100,249,"['State Space Labs, Inc.']","['State Space Labs, Inc.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",Action Adventure Casual Indie Simulation FreeToPlay,927,93,66,91,74702,alto_successo
2021-10-01,0,0.0,True,False,False,37,101252,['EA Canada & EA Romania'],['Electronic Arts'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support']",Simulation Sports,8593,0,4725,0,73773,alto_successo
2017-08-01,0,19.99,True,True,True,57,119391,['Monomi Park'],['Monomi Park'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action Adventure Indie Simulation,876,49,469,55,129009,alto_successo
2015-09-08,0,0.0,True,False,False,319,1404,['Titan Forge Games'],['Hi-Rez Studios'],"['Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']",Action Adventure Casual MassivelyMultiplayer RPG Strategy FreeToPlay,0,0,0,0,68966,alto_successo
2018-02-13,17,7.49,True,False,False,82,117881,['Warhorse Studios'],"['Warhorse Studios', 'Deep Silver']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Action Adventure RPG,2684,795,1273,445,104956,alto_successo
2019-07-30,0,24.99,True,True,True,48,118117,['Klei Entertainment'],['Klei Entertainment'],"['Single-player', 'Steam Trading Cards', 'Family Sharing']",Indie Simulation,2437,16,675,16,117850,alto_successo
2022-07-19,0,0.0,True,False,False,28,6098,['Player First Games'],['Warner Bros. Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together']",Action FreeToPlay,0,0,0,0,62888,alto_successo
2019-01-24,17,39.99,True,False,False,44,115091,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing']",Action,1000,193,673,263,158569,alto_successo
2020-03-06,0,19.99,True,False,True,50,114619,['Crowbar Collective'],['Crowbar Collective'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",Action Adventure Indie,0,0,0,0,111539,alto_successo
2020-03-13,17,59.99,True,False,False,81,112456,['Gearbox Software'],['2K'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action RPG,2693,474,1508,193,101286,alto_successo
2022-01-20,0,1.99,True,False,False,1,112601,['KAGAMI Ⅱ WORKs'],['NIJICO'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Adventure Indie RPG EarlyAccess,0,0,0,0,-59259,alto_successo
2023-06-28,0,19.99,True,True,False,43,112326,['MINTROCKET'],['MINTROCKET'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure Casual RPG Simulation,0,0,0,0,116481,alto_successo
2024-09-09,0,38.99,True,False,False,50,112107,['Saber Interactive'],['Focus Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Action Adventure RPG,0,0,0,0,100809,alto_successo
2019-05-24,0,0.0,True,False,True,30,167,['1047 Games'],['1047 Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Captions available', 'In-App Purchases']",Action FreeToPlay Indie,570,0,272,0,92870,alto_successo
2023-03-23,0,39.99,True,False,False,46,110146,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HDR available', 'Family Sharing']",Action Adventure,2006,114,1408,114,163325,alto_successo
2019-02-05,0,29.99,True,False,False,56,108640,['System Era Softworks'],['System Era Softworks'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure Indie,0,0,0,0,107112,alto_successo
2016-02-09,17,29.99,True,True,True,143,108346,"['Crystal Dynamics', 'Eidos-Montréal', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)', 'Nixxes']","['Crystal Dynamics', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Action Adventure,1043,235,742,309,118144,alto_successo
2024-02-20,0,14.99,True,True,False,31,107768,['LocalThunk'],['Playstack'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual Indie Strategy,0,0,0,0,128823,alto_successo
2022-01-14,17,49.99,True,False,False,37,107557,"['Santa Monica Studio', 'Jetpack Interactive']",['PlayStation Publishing LLC'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Action Adventure RPG,1835,505,1454,1005,140906,alto_successo
2023-09-05,17,69.99,True,False,False,62,107317,['Bethesda Game Studios'],['Bethesda Softworks'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",RPG,0,0,0,0,22437,alto_successo
2020-06-04,0,69.99,True,False,False,42,105010,['Ghost Games'],['Electronic Arts'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Tablet', 'HDR available']",Action Adventure Racing Sports,1146,0,725,0,87017,alto_successo
2024-12-06,0,29.99,True,False,False,0,104430,['Grinding Gear Games'],['Grinding Gear Games'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']",Action Adventure MassivelyMultiplayer RPG EarlyAccess,4533,1115,1855,585,82397,alto_successo
